"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Mar-2020","EQ","152.10","160.45","150.80","149.75","160.10","159.30","154.88","221.20","146.85","2,18,36,942","3,38,20,03,684.15","1,23,096"
"03-Mar-2020","EQ","152.10","160.45","150.80","149.75","160.10","159.30","154.88","221.20","146.85","2,18,36,942","3,38,20,03,684.15","1,23,096"
"03-Mar-2020","EQ","152.10","160.45","150.80","149.75","160.10","159.30","154.88","221.20","146.85","2,18,36,942","3,38,20,03,684.15","1,23,096"
"03-Mar-2020","EQ","152.10","160.45","150.80","149.75","160.10","159.30","154.88","221.20","146.85","2,18,36,942","3,38,20,03,684.15","1,23,096"
"03-Mar-2020","EQ","152.10","160.45","150.80","149.75","160.10","159.30","154.88","221.20","146.85","2,18,36,942","3,38,20,03,684.15","1,23,096"
"02-Mar-2020","EQ","160.55","161.45","146.85","155.90","151.45","149.75","155.40","221.20","146.85","1,14,41,351","1,77,80,20,670.40","95,290"
"28-Feb-2020","EQ","162.00","162.20","154.10","168.35","155.00","155.90","158.36","221.20","154.10","1,40,33,411","2,22,22,73,050.25","1,02,274"
"27-Feb-2020","EQ","169.95","170.30","166.15","169.90","168.40","168.35","168.02","221.20","166.15","76,57,497","1,28,66,43,287.45","61,177"
"26-Feb-2020","EQ","172.95","173.20","167.75","174.45","169.85","169.90","169.93","221.20","167.75","1,68,55,158","2,86,41,66,656.80","86,262"
"25-Feb-2020","EQ","181.00","181.45","174.05","179.05","174.40","174.45","177.41","221.20","171.10","1,06,94,830","1,89,73,54,200.95","59,947"
"24-Feb-2020","EQ","186.90","186.90","177.90","189.95","179.40","179.05","180.69","221.20","171.10","1,46,90,243","2,65,44,37,487.95","85,565"
"20-Feb-2020","EQ","187.80","191.00","185.40","188.10","190.00","189.95","188.82","221.20","171.10","62,07,445","1,17,20,72,212.65","29,616"
"19-Feb-2020","EQ","186.00","188.60","184.40","184.35","187.95","188.10","186.67","221.20","171.10","43,17,249","80,58,85,168.90","32,558"
"19-Feb-2020","EQ","186.00","188.60","184.40","184.35","187.95","188.10","186.67","221.20","171.10","43,17,249","80,58,85,168.90","32,558"
"19-Feb-2020","EQ","186.00","188.60","184.40","184.35","187.95","188.10","186.67","221.20","171.10","43,17,249","80,58,85,168.90","32,558"
"19-Feb-2020","EQ","186.00","188.60","184.40","184.35","187.95","188.10","186.67","221.20","171.10","43,17,249","80,58,85,168.90","32,558"
"19-Feb-2020","EQ","186.00","188.60","184.40","184.35","187.95","188.10","186.67","221.20","171.10","43,17,249","80,58,85,168.90","32,558"
"18-Feb-2020","EQ","189.15","189.45","181.75","190.25","184.80","184.35","185.12","221.20","171.10","81,52,961","1,50,93,00,995.80","51,983"
"17-Feb-2020","EQ","194.00","194.70","189.75","194.00","190.45","190.25","191.78","221.20","171.10","34,84,321","66,82,18,072.55","18,760"
"14-Feb-2020","EQ","195.50","197.00","193.45","195.25","193.75","194.00","195.39","221.20","171.10","37,98,528","74,21,76,629.20","27,239"
"13-Feb-2020","EQ","194.70","197.00","192.40","193.65","195.30","195.25","194.98","221.20","171.10","67,11,481","1,30,85,71,553.65","43,249"
"12-Feb-2020","EQ","194.25","196.40","191.20","193.65","194.60","193.65","194.11","221.20","171.10","1,05,81,151","2,05,38,71,417.10","68,567"
"11-Feb-2020","EQ","192.40","196.95","192.00","190.85","194.05","193.65","194.74","221.20","171.10","75,30,810","1,46,65,76,337.35","60,044"
"10-Feb-2020","EQ","195.90","196.95","189.60","197.40","191.00","190.85","191.79","221.20","171.10","53,85,023","1,03,27,87,175.75","45,111"
"07-Feb-2020","EQ","194.00","198.40","192.85","194.00","195.95","197.40","197.01","221.20","171.10","69,77,770","1,37,47,21,057.70","33,718"
"06-Feb-2020","EQ","196.40","197.35","192.65","196.30","194.00","194.00","194.65","221.20","171.10","73,48,886","1,43,04,29,558.30","38,862"
"05-Feb-2020","EQ","190.10","197.55","188.30","189.25","196.10","196.30","193.00","221.20","171.10","74,11,014","1,43,03,26,774.35","40,302"
"04-Feb-2020","EQ","183.00","190.35","183.00","181.80","189.15","189.25","187.57","221.20","171.10","92,35,507","1,73,23,05,691.00","50,911"
"03-Feb-2020","EQ","183.90","185.60","180.30","184.40","182.20","181.80","182.39","221.20","171.10","76,78,833","1,40,05,18,974.85","39,146"
