"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Mar-2021","EQ","3,985.00","3,985.00","3,863.60","3,944.05","3,897.95","3,901.10","3,894.76","4,361.40","1,788.65","6,15,104","2,39,56,84,088.50","42,094"
"02-Mar-2021","EQ","3,822.00","3,962.15","3,781.50","3,814.05","3,950.55","3,944.05","3,889.69","4,361.40","1,788.65","7,35,847","2,86,22,17,989.00","51,272"
"01-Mar-2021","EQ","3,798.70","3,858.80","3,751.00","3,798.70","3,822.00","3,814.05","3,806.43","4,361.40","1,788.65","7,24,589","2,75,80,94,935.80","55,226"
"26-Feb-2021","EQ","3,910.50","3,943.10","3,773.05","3,944.80","3,783.90","3,798.70","3,856.86","4,361.40","1,788.65","7,32,210","2,82,40,29,002.85","48,162"
"25-Feb-2021","EQ","3,936.00","3,980.00","3,910.05","3,931.85","3,953.50","3,944.80","3,952.32","4,361.40","1,788.65","6,32,973","2,50,17,09,425.25","49,479"
"24-Feb-2021","EQ","3,927.00","3,950.00","3,855.35","3,912.25","3,936.95","3,931.85","3,912.12","4,361.40","1,788.65","3,99,843","1,56,42,33,608.70","30,579"
"23-Feb-2021","EQ","3,952.00","3,998.70","3,890.20","3,971.55","3,914.25","3,912.25","3,928.55","4,361.40","1,788.65","8,02,871","3,15,41,21,942.05","48,349"
"22-Feb-2021","EQ","4,010.00","4,040.00","3,926.85","4,001.10","3,946.50","3,971.55","3,977.81","4,361.40","1,788.65","7,62,310","3,03,23,26,430.30","59,891"
"19-Feb-2021","EQ","4,106.00","4,106.70","3,977.20","4,115.45","4,002.00","4,001.10","4,016.65","4,361.40","1,788.65","7,62,200","3,06,14,88,168.50","53,406"
"18-Feb-2021","EQ","4,200.00","4,200.00","4,102.10","4,165.70","4,106.00","4,115.45","4,149.64","4,361.40","1,788.65","4,40,460","1,82,77,50,339.25","43,567"
"17-Feb-2021","EQ","4,117.00","4,205.00","4,111.00","4,132.85","4,156.35","4,165.70","4,162.24","4,361.40","1,788.65","5,54,383","2,30,74,75,584.95","34,340"
