"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Mar-2020","EQ","373.50","391.00","370.10","364.05","388.30","387.55","378.36","561.65","320.35","1,86,48,933","7,05,60,30,398.20","1,70,252"
"03-Mar-2020","EQ","373.50","391.00","370.10","364.05","388.30","387.55","378.36","561.65","320.35","1,86,48,933","7,05,60,30,398.20","1,70,252"
"03-Mar-2020","EQ","373.50","391.00","370.10","364.05","388.30","387.55","378.36","561.65","320.35","1,86,48,933","7,05,60,30,398.20","1,70,252"
"03-Mar-2020","EQ","373.50","391.00","370.10","364.05","388.30","387.55","378.36","561.65","320.35","1,86,48,933","7,05,60,30,398.20","1,70,252"
"03-Mar-2020","EQ","373.50","391.00","370.10","364.05","388.30","387.55","378.36","561.65","320.35","1,86,48,933","7,05,60,30,398.20","1,70,252"
"03-Mar-2020","EQ","373.50","391.00","370.10","364.05","388.30","387.55","378.36","561.65","320.35","1,86,48,933","7,05,60,30,398.20","1,70,252"
"03-Mar-2020","EQ","373.50","391.00","370.10","364.05","388.30","387.55","378.36","561.65","320.35","1,86,48,933","7,05,60,30,398.20","1,70,252"
"02-Mar-2020","EQ","393.70","394.00","358.00","381.75","364.00","364.05","379.84","561.65","320.35","2,02,20,772","7,68,05,64,293.85","1,49,142"
"28-Feb-2020","EQ","398.70","398.95","375.00","412.80","381.00","381.75","383.59","561.65","320.35","2,45,32,833","9,41,04,51,642.90","2,09,662"
"27-Feb-2020","EQ","414.90","415.90","407.05","416.30","413.00","412.80","411.13","561.65","320.35","1,02,26,379","4,20,43,95,291.50","1,23,126"
"26-Feb-2020","EQ","411.30","419.40","411.30","421.30","416.50","416.30","415.83","561.65","320.35","1,42,70,706","5,93,42,49,599.60","1,46,854"
"25-Feb-2020","EQ","419.00","425.55","414.40","415.45","421.80","421.30","420.39","561.65","320.35","1,45,58,176","6,12,00,91,722.50","1,48,263"
"24-Feb-2020","EQ","434.85","434.85","413.35","443.55","415.70","415.45","423.97","561.65","320.35","1,75,23,142","7,42,93,34,259.50","1,54,878"
"20-Feb-2020","EQ","429.00","447.70","428.00","433.20","443.45","443.55","440.98","561.65","320.35","1,29,80,237","5,72,39,69,543.25","1,10,855"
"19-Feb-2020","EQ","436.45","438.50","428.15","431.40","433.00","433.20","433.20","561.65","320.35","84,65,109","3,66,70,58,174.25","83,669"
"19-Feb-2020","EQ","436.45","438.50","428.15","431.40","433.00","433.20","433.20","561.65","320.35","84,65,109","3,66,70,58,174.25","83,669"
"19-Feb-2020","EQ","436.45","438.50","428.15","431.40","433.00","433.20","433.20","561.65","320.35","84,65,109","3,66,70,58,174.25","83,669"
"19-Feb-2020","EQ","436.45","438.50","428.15","431.40","433.00","433.20","433.20","561.65","320.35","84,65,109","3,66,70,58,174.25","83,669"
"19-Feb-2020","EQ","436.45","438.50","428.15","431.40","433.00","433.20","433.20","561.65","320.35","84,65,109","3,66,70,58,174.25","83,669"
"18-Feb-2020","EQ","434.00","435.15","421.30","436.85","432.65","431.40","426.78","561.65","320.35","1,15,02,423","4,90,89,55,875.90","1,20,480"
"18-Feb-2020","EQ","434.00","435.15","421.30","436.85","432.65","431.40","426.78","561.65","320.35","1,15,02,423","4,90,89,55,875.90","1,20,480"
"17-Feb-2020","EQ","435.50","440.90","433.00","434.55","437.95","436.85","437.28","561.65","320.35","97,24,765","4,25,24,82,852.50","90,008"
"17-Feb-2020","EQ","435.50","440.90","433.00","434.55","437.95","436.85","437.28","561.65","320.35","97,24,765","4,25,24,82,852.50","90,008"
"14-Feb-2020","EQ","441.00","445.55","433.35","441.25","434.50","434.55","440.30","561.65","320.35","94,84,817","4,17,61,85,868.10","91,279"
"13-Feb-2020","EQ","448.75","451.70","439.35","447.95","440.00","441.25","443.43","561.65","320.35","99,65,221","4,41,88,99,311.95","92,151"
"12-Feb-2020","EQ","450.00","454.50","442.55","444.10","448.35","447.95","448.06","561.65","320.35","1,17,85,858","5,28,07,96,934.20","1,20,023"
"11-Feb-2020","EQ","448.35","457.70","442.70","443.80","445.00","444.10","451.05","561.65","320.35","1,68,24,371","7,58,86,14,424.95","1,50,061"
"10-Feb-2020","EQ","460.25","463.25","440.00","471.00","443.15","443.80","447.71","561.65","320.35","2,67,96,048","11,99,68,13,737.10","2,49,715"
"07-Feb-2020","EQ","475.70","479.70","468.85","477.60","470.25","471.00","473.15","561.65","320.35","1,16,49,909","5,51,21,85,950.70","1,46,151"
"06-Feb-2020","EQ","478.00","487.25","471.60","475.05","476.80","477.60","481.07","561.65","320.35","1,66,66,074","8,01,75,49,957.10","1,70,741"
"05-Feb-2020","EQ","452.25","479.70","448.00","451.90","477.90","475.05","462.61","561.65","320.35","1,60,56,765","7,42,80,94,432.45","1,67,240"
"04-Feb-2020","EQ","442.00","453.40","433.45","436.05","452.45","451.90","446.32","561.65","320.35","1,33,36,263","5,95,21,88,084.80","1,26,255"
"03-Feb-2020","EQ","418.00","439.00","416.60","423.80","438.70","436.05","427.35","561.65","320.35","1,62,37,126","6,93,88,96,142.50","1,58,028"
