"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Mar-2021","EQ","817.95","818.15","807.60","811.80","813.00","812.50","812.28","878.90","355.30","32,65,559","2,65,25,63,520.35","69,160"
"02-Mar-2021","EQ","792.60","815.00","790.80","789.80","811.00","811.80","803.68","878.90","355.30","42,75,166","3,43,58,46,455.75","95,827"
"01-Mar-2021","EQ","795.00","800.50","782.00","787.05","789.50","789.80","790.62","878.90","355.30","27,48,271","2,17,28,42,111.60","64,872"
"26-Feb-2021","EQ","805.00","820.00","780.00","809.15","784.95","787.05","802.56","878.90","355.30","75,49,015","6,05,85,10,362.85","1,39,468"
"25-Feb-2021","EQ","795.00","814.00","790.45","789.05","813.40","809.15","806.38","878.90","355.30","54,78,169","4,41,74,62,361.30","99,785"
"24-Feb-2021","EQ","794.00","798.10","776.25","790.95","784.00","789.05","790.51","878.90","355.30","15,87,082","1,25,45,99,863.55","38,817"
"23-Feb-2021","EQ","795.00","803.15","788.40","792.45","792.00","790.95","795.18","878.90","355.30","32,64,477","2,59,58,55,904.30","55,287"
"22-Feb-2021","EQ","811.40","817.50","786.05","807.35","788.00","792.45","804.79","878.90","355.30","40,90,429","3,29,19,36,116.30","82,024"
"19-Feb-2021","EQ","823.80","825.45","799.00","825.45","808.80","807.35","813.12","878.90","355.30","38,34,443","3,11,78,51,526.95","76,673"
"18-Feb-2021","EQ","835.00","843.45","822.50","835.70","824.90","825.45","833.04","878.90","355.30","41,14,251","3,42,73,30,047.30","80,847"
"17-Feb-2021","EQ","849.45","854.70","833.00","848.35","834.60","835.70","842.11","878.90","355.30","25,39,649","2,13,86,62,289.30","40,035"
"16-Feb-2021","EQ","850.00","852.25","841.25","844.30","849.00","848.35","847.24","878.90","355.30","28,08,115","2,37,91,53,038.05","47,110"
"15-Feb-2021","EQ","850.10","856.60","842.00","848.55","845.00","844.30","849.53","878.90","355.30","25,31,913","2,15,09,48,023.60","42,774"
"12-Feb-2021","EQ","859.00","864.35","845.50","859.80","850.00","848.55","854.71","878.90","355.30","24,73,012","2,11,37,01,205.10","47,896"
"11-Feb-2021","EQ","868.00","874.90","856.00","863.40","858.00","859.80","862.65","878.90","355.30","53,47,864","4,61,33,22,913.80","91,349"
"10-Feb-2021","EQ","847.60","867.00","841.00","841.75","865.60","863.40","854.53","878.90","355.30","56,65,209","4,84,10,82,010.80","1,07,639"
"09-Feb-2021","EQ","848.00","856.85","839.00","847.25","841.70","841.75","848.13","878.90","355.30","42,00,281","3,56,23,80,308.65","86,900"
"08-Feb-2021","EQ","852.00","859.25","841.05","847.70","846.05","847.25","850.70","878.90","355.30","42,44,906","3,61,11,27,804.80","89,383"
"05-Feb-2021","EQ","839.60","854.90","830.50","834.45","848.00","847.70","844.64","878.90","355.30","73,81,183","6,23,44,53,905.15","1,16,960"
"04-Feb-2021","EQ","847.55","856.50","832.60","849.25","835.25","834.45","844.36","878.90","355.30","46,39,606","3,91,74,92,519.00","79,921"
"03-Feb-2021","EQ","826.00","878.90","824.20","821.60","852.25","849.25","858.38","878.90","355.30","1,56,74,616","13,45,47,08,049.65","2,34,283"
"02-Feb-2021","EQ","807.00","826.35","801.50","806.40","826.00","821.60","813.62","864.60","355.30","84,86,828","6,90,50,67,694.75","1,18,335"
"01-Feb-2021","EQ","815.00","831.00","779.95","825.90","805.95","806.40","812.75","864.60","355.30","1,38,56,367","11,26,17,83,138.50","2,02,806"
"29-Jan-2021","EQ","847.95","850.85","820.75","841.90","828.00","825.90","835.27","864.60","355.30","71,85,812","6,00,21,17,718.60","1,27,245"
"28-Jan-2021","EQ","835.50","848.85","825.70","842.50","840.30","841.90","839.27","864.60","355.30","44,89,853","3,76,82,12,473.60","84,347"
"27-Jan-2021","EQ","839.90","856.45","825.20","836.80","839.70","842.50","843.08","864.60","355.30","74,10,174","6,24,73,89,509.85","1,33,350"
"25-Jan-2021","EQ","813.00","857.00","808.25","808.30","839.00","836.80","839.30","864.60","355.30","1,07,04,200","8,98,40,52,307.35","1,68,368"
"22-Jan-2021","EQ","815.80","822.50","798.25","812.75","808.90","808.30","811.56","864.60","355.30","38,83,231","3,15,14,75,334.35","83,297"
"21-Jan-2021","EQ","835.00","839.30","809.00","832.80","817.65","812.75","825.72","864.60","355.30","33,26,213","2,74,65,28,293.65","70,380"
"20-Jan-2021","EQ","822.50","834.90","822.30","822.45","832.85","832.80","828.51","864.60","355.30","30,56,546","2,53,23,92,573.95","60,544"
"19-Jan-2021","EQ","802.50","825.40","802.50","801.75","825.00","822.45","815.77","864.60","355.30","37,91,378","3,09,28,80,549.00","76,171"
"18-Jan-2021","EQ","822.00","826.65","796.20","823.70","798.90","801.75","807.82","864.60","355.30","37,42,440","3,02,32,31,872.90","63,341"
"15-Jan-2021","EQ","839.00","844.90","821.00","840.90","824.45","823.70","830.46","864.60","355.30","31,37,877","2,60,58,75,426.85","57,322"
"14-Jan-2021","EQ","841.70","847.55","829.00","841.70","839.25","840.90","837.22","864.60","355.30","36,52,930","3,05,82,93,399.35","56,889"
"13-Jan-2021","EQ","847.35","852.00","832.50","843.15","840.90","841.70","843.39","864.60","355.30","35,96,529","3,03,32,66,616.95","58,977"
"12-Jan-2021","EQ","860.00","864.60","841.00","856.85","844.00","843.15","852.29","864.60","355.30","43,38,010","3,69,72,57,149.80","78,904"
