"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Mar-2021","EQ","433.00","436.65","428.25","430.40","434.75","435.50","433.26","467.45","159.40","87,82,452","3,80,50,77,337.70","1,05,714"
"02-Mar-2021","EQ","419.70","433.10","418.25","414.40","433.00","430.40","426.86","467.45","159.40","1,48,75,234","6,34,96,61,834.05","1,38,374"
"01-Mar-2021","EQ","411.00","418.70","409.20","410.30","416.00","414.40","414.87","467.45","159.40","64,21,696","2,66,41,91,687.05","73,357"
"26-Feb-2021","EQ","417.95","419.85","408.00","421.30","409.10","410.30","413.09","467.45","159.40","1,17,31,941","4,84,63,35,181.35","1,34,357"
"25-Feb-2021","EQ","423.10","429.00","420.45","423.10","421.95","421.30","424.69","467.45","159.40","91,10,392","3,86,91,35,577.75","87,331"
"24-Feb-2021","EQ","417.70","425.80","414.75","415.50","423.90","423.10","419.20","467.45","159.40","50,60,297","2,12,12,97,703.50","58,620"
"23-Feb-2021","EQ","419.70","426.00","414.30","418.70","415.95","415.50","419.17","467.45","159.40","89,92,353","3,76,92,80,408.05","1,11,306"
"22-Feb-2021","EQ","430.70","432.85","416.00","429.95","417.90","418.70","422.91","467.45","159.40","1,06,66,087","4,51,08,12,288.10","1,34,823"
"19-Feb-2021","EQ","433.15","435.75","426.10","432.95","430.60","429.95","431.28","467.45","159.40","84,78,666","3,65,66,86,491.10","86,014"
"18-Feb-2021","EQ","430.30","436.65","429.35","430.20","433.10","432.95","432.81","467.45","159.40","83,85,736","3,62,94,11,940.05","71,721"
"17-Feb-2021","EQ","435.90","439.00","428.50","437.55","430.30","430.20","432.63","467.45","159.40","73,90,192","3,19,71,86,846.10","80,438"
"16-Feb-2021","EQ","446.00","447.80","433.80","439.70","437.85","437.55","440.41","467.45","159.40","1,24,53,798","5,48,47,79,615.00","1,04,505"
"15-Feb-2021","EQ","444.60","444.90","436.80","442.00","440.60","439.70","440.59","467.45","159.40","78,44,877","3,45,64,08,489.20","70,216"
"12-Feb-2021","EQ","440.00","449.20","439.60","437.00","441.70","442.00","444.59","467.45","159.40","1,92,80,834","8,57,21,28,073.15","1,64,996"
"11-Feb-2021","EQ","439.00","440.50","433.40","439.00","440.20","437.00","436.02","467.45","159.40","92,37,026","4,02,75,18,160.70","77,279"
"10-Feb-2021","EQ","442.00","444.15","435.00","439.35","439.70","439.00","438.83","467.45","159.40","1,06,07,735","4,65,50,01,302.00","86,594"
"09-Feb-2021","EQ","440.25","451.75","435.20","435.30","441.50","439.35","445.17","467.45","159.40","2,94,74,830","13,12,12,20,479.85","2,32,757"
"08-Feb-2021","EQ","430.35","437.70","426.30","425.55","436.30","435.30","431.95","467.45","159.40","1,25,16,340","5,40,63,78,731.25","1,14,768"
"05-Feb-2021","EQ","432.00","433.40","420.55","429.90","426.50","425.55","424.89","467.45","159.40","86,79,026","3,68,76,25,859.55","88,201"
"04-Feb-2021","EQ","433.50","436.90","428.25","433.50","430.40","429.90","430.85","467.45","159.40","71,93,299","3,09,92,48,262.30","74,478"
"03-Feb-2021","EQ","430.20","439.95","430.20","428.35","435.00","433.50","436.37","467.45","159.40","98,97,666","4,31,90,33,021.40","1,03,571"
"02-Feb-2021","EQ","428.00","435.55","423.65","421.50","427.90","428.35","427.93","467.45","159.40","1,33,10,498","5,69,60,08,265.30","1,11,916"
"01-Feb-2021","EQ","416.10","423.80","408.20","417.90","423.05","421.50","415.30","467.45","159.40","1,50,81,852","6,26,34,67,806.45","1,60,816"
"29-Jan-2021","EQ","437.40","437.70","415.55","431.90","420.00","417.90","425.79","467.45","159.40","1,56,32,421","6,65,61,58,339.40","1,43,912"
"28-Jan-2021","EQ","443.25","448.60","427.30","446.45","433.00","431.90","434.54","467.45","159.40","1,48,12,435","6,43,66,22,050.55","1,57,793"
"27-Jan-2021","EQ","438.00","454.75","437.25","437.25","446.00","446.45","449.19","467.45","159.40","2,95,90,210","13,29,15,61,394.70","2,24,446"
"25-Jan-2021","EQ","445.15","451.00","435.15","444.75","437.90","437.25","441.91","467.45","159.40","73,80,169","3,26,13,60,007.80","86,204"
"22-Jan-2021","EQ","447.45","452.00","440.45","445.80","443.50","444.75","445.22","467.45","159.40","1,13,98,812","5,07,49,68,624.85","1,20,324"
"21-Jan-2021","EQ","451.60","453.45","442.30","444.95","447.65","445.80","448.46","467.45","159.40","1,59,11,377","7,13,56,59,042.50","1,38,856"
"20-Jan-2021","EQ","434.00","447.85","433.00","430.25","444.90","444.95","443.71","467.45","159.40","2,44,19,679","10,83,51,53,345.55","2,07,154"
"19-Jan-2021","EQ","433.00","439.55","427.70","431.55","433.00","430.25","432.24","467.45","159.40","1,56,77,790","6,77,65,54,730.00","1,32,337"
"18-Jan-2021","EQ","441.00","445.00","429.10","438.55","429.10","431.55","438.58","467.45","159.40","2,15,10,587","9,43,42,08,905.95","2,08,931"
"15-Jan-2021","EQ","454.75","459.40","436.60","454.35","437.80","438.55","447.14","467.45","159.40","2,53,07,779","11,31,61,25,682.25","2,14,897"
