"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Mar-2023","EQ","390.60","391.45","389.10","388.05","390.50","390.45","390.42","616.00","372.40","21,96,968","85,77,30,782.30","46,017"
"02-Mar-2023","EQ","388.70","390.35","387.30","390.95","388.00","388.05","388.48","616.00","372.40","22,19,486","86,22,27,724.55","51,060"
"01-Mar-2023","EQ","388.10","391.75","387.30","387.05","391.60","390.95","389.97","616.00","372.40","22,71,306","88,57,35,291.55","51,483"
"28-Feb-2023","EQ","391.85","393.20","385.70","390.35","387.30","387.05","388.27","616.00","372.40","50,30,801","1,95,32,91,563.15","84,329"
"27-Feb-2023","EQ","392.75","393.30","385.45","393.30","390.90","390.35","388.41","616.00","372.40","27,77,355","1,07,87,41,985.75","60,867"
"24-Feb-2023","EQ","395.95","396.50","392.55","393.95","394.00","393.30","394.45","616.00","372.40","25,53,317","1,00,71,53,250.45","49,402"
"23-Feb-2023","EQ","395.80","398.70","393.40","395.15","395.00","393.95","395.59","616.00","372.40","30,39,161","1,20,22,71,830.75","61,973"
"22-Feb-2023","EQ","399.50","400.35","394.45","402.75","394.50","395.15","396.75","616.00","372.40","34,41,686","1,36,54,83,106.40","90,378"
"21-Feb-2023","EQ","407.40","408.00","402.10","407.05","402.65","402.75","404.02","616.00","372.40","28,80,586","1,16,38,24,387.50","75,015"
"20-Feb-2023","EQ","405.30","407.80","402.20","406.30","407.00","407.05","405.94","616.00","372.40","32,48,594","1,31,87,49,737.35","52,559"
"17-Feb-2023","EQ","406.85","408.00","404.00","409.90","405.90","406.30","405.54","616.00","372.40","28,08,122","1,13,87,94,386.70","48,626"
"16-Feb-2023","EQ","408.80","413.25","408.55","407.40","409.00","409.90","411.04","616.00","372.40","55,94,681","2,29,96,11,268.70","1,08,077"
"15-Feb-2023","EQ","402.70","407.85","400.35","405.10","407.00","407.40","404.91","616.00","372.40","26,13,836","1,05,83,58,799.90","53,825"
"14-Feb-2023","EQ","403.00","406.45","401.50","400.60","405.20","405.10","404.93","616.00","372.40","23,19,411","93,91,96,277.60","50,277"
"13-Feb-2023","EQ","405.65","405.65","399.20","405.80","400.65","400.60","401.36","616.00","372.40","24,12,678","96,83,57,629.25","47,729"
"10-Feb-2023","EQ","407.00","407.00","402.80","408.30","405.25","405.80","405.24","616.00","372.40","25,80,070","1,04,55,48,071.50","58,591"
